z,lon,lat,station,state,county,name,network,present,missing,9/1/2021,flag,time,9/2/2021,flag,time,Notes
#,-74.370953,40.969004,NJ-MS-16,NJ,Morris,Kinnelon 1.4 SE,coco,1,1,X,X,X,6.3,,7,
7.65,-74.517531,40.671342,NJ-MS-19,NJ,Morris,Long Hill Twp 1.8 WSW,coco,2,0,0.31,,9,7.34,,9,
7.34,-74.52058,40.6711067,NJ-MS-114,NJ,Morris,Long Hill Twp 1.9 WSW,coco,2,0,0.22,,7,7.12,,7,
6.45,-74.42972034,40.75239144,NJ-MS-59,NJ,Morris,Madison 0.8 WSW,coco,2,0,0.15,,7,6.3,,7,
5.27,-74.629083,40.772722,NJ-MS-82,NJ,Morris,Mendham 1.5 W,coco,2,0,0.26,,9,5.01,,9,
5.75,-74.5944,40.8821,NJ-MS-23,NJ,Morris,Mine Hill Twp 0.4 NE,coco,2,0,0.33,,8,5.42,,8,
5.6,-74.504498,40.805351,NJ-MS-3,NJ,Morris,Morris Twp 0.8 NW,coco,2,0,0.16,,7,5.44,,6,
5.91,-74.64077,40.90789,NJ-MS-87,NJ,Morris,Mount Arlington 0.8 S,coco,2,0,0.27,,8,5.64,,8,
4.93,-74.759639,40.885517,NJ-MS-111,NJ,Morris,Mount Olive Twp 1.6 NNW,coco,2,0,1.78,,18,3.15,,,
5.55,-74.518373,40.833064,NJWxNet_Parsipppany,NJ,Morris,Parsippany,SafetyNet,2,0,5.38,,62,0.17,,62,
#,-74.42552,40.881083,NJ-MS-97,NJ,Morris,Parsippany-Troy Hills Twp 1.5 N,coco,1,1,X,X,X,5.3,,7,
5.35,-74.323056,40.983333,NJ-MS-106,NJ,Morris,Pequannock Twp 1.7 NW,coco,2,0,0.22,,9,5.13,,9,
5.38,-74.5432,40.8398,NJ-MS-42,NJ,Morris,Randolph Twp 2.0 E,coco,2,0,0.22,,8,5.16,,8,
#,-74.54842418,40.82322775,NJ-MS-8,NJ,Morris,Randolph Twp 2.2 SE,coco,1,1,X,X,X,5.52,,9,
5.2,-74.604901,40.817296,NJ-MS-73,NJ,Morris,Randolph Twp 2.2 SW,coco,2,0,0.18,,7,5.02,,7,
6.54,-74.518873,40.901836,NJ-MS-6,NJ,Morris,Rockaway 0.4 NNW,coco,2,0,0.34,,8,6.2,,8,
5.18,-74.86121,40.78532,NJ-MS-61,NJ,Morris,Washington Twp 3.6 W,coco,2,0,0.29,,7,4.89,,7,
1.06,-74.174119,39.884693,NJ-OC-56,NJ,Ocean,Berkeley Twp 2.7 SSE,coco,2,0,0,,7,1.06,,7,
1.92,-74.2981,39.92578,NJWxNet_Berkeley Twp.,NJ,Ocean,Berkeley Twp.,Mesonet,2,0,1.4,,26,0.52,,26,
1.57,-74.098941,40.079664,NJ-OC-6,NJ,Ocean,Brick Twp 1.5 NNE,coco,2,0,0.01,,9,1.56,,9,
1.79,-74.103041,40.093619,NJ-OC-1,NJ,Ocean,Brick Twp 2.4 N,coco,1,1,X,X,X,1.79,,7,ok
1.43,-74.132839,40.03012,NJ-OC-75,NJ,Ocean,Brick Twp 2.4 SSW,coco,2,0,0,,7,1.43,,7,
1.52,-74.38,39.84,NJWxNet_Cedar Bridge,NJ,Ocean,Cedar Bridge,USFS,2,0,1.24,,28,0.28,,28,
0.38,-74.1352,39.70499,NJWxNet_Harvey Cedars,NJ,Ocean,Harvey Cedars,SafetyNet,2,0,0.23,,41,0.15,,41,
1.15,-74.316032,40.098479,,NJ,Ocean,Jackson ,RAWS,,,,,,,,,
2.03,-74.385947,40.153499,NJ-OC-33,NJ,Ocean,Jackson Twp 4.1 NNW,coco,2,0,0.11,,9,1.92,,9,
1.02,-74.27328,40.125746,NJ-OC-68,NJ,Ocean,Jackson Twp 4.9 ENE,coco,2,0,0,,6,1.02,,6,
1.21,-74.256145,40.077361,NJ-OC-88,NJ,Ocean,Jackson Twp 5.6 ESE,coco,2,0,0.001,T,7,1.21,,8,
0.96,-74.141,39.8626,NJ-OC-17,NJ,Ocean,Lacey Twp 6.3 E,coco,2,0,0.01,,6,0.95,,6,
1.8,-74.3333,40.0167,PNS_6,NJ,Ocean,Lakehurst NAS,AWOS RAIN_24 9/02/2021 0100 PM,1,0,1.8,,1,,,,
2.13,-74.168794,40.097609,NJ-OC-37,NJ,Ocean,Lakewood Twp 2.3 NE,coco,2,0,0.02,,7,2.11,,7,
0.37,-74.3191,39.52158,NJWxNet_Little Egg Harbor Twp.,NJ,Ocean,Little Egg Harbor Twp.,Mesonet,2,0,0.31,,51,0.06,,51,
0.41,-74.196122,39.623091,NJ-OC-94,NJ,Ocean,Long Beach Twp 1.4 SSE,coco,2,0,0,,7,0.41,,7,
1.37,-74.3007,40.0247,NJ-OC-71,NJ,Ocean,Manchester Twp 5.6 NE,coco,2,0,0.001,T,7,1.37,,7,
1.05,-74.5142,39.71539,NJWxNet_Oswego Lake,NJ,Ocean,Oswego Lake,Mesonet,2,0,0.87,,61,0.18,,61,
2.24,-74.1749,39.9409,NJ-OC-19,NJ,Ocean,Pine Beach 0.4 NW,coco,1,1,X,X,X,2.24,,8,
2.25,-74.1745,39.9401,NJ-OC-90,NJ,Ocean,Pine Beach 0.4 NW,coco,1,1,X,X,X,2.25,,7,
1.49,-74.0597,40.0708,NJWxNet_Point Pleasant,NJ,Ocean,Point Pleasant,SafetyNet,2,0,1,,67,0.49,,67,
1.75,-74.05201,40.087813,NJ-OC-13,NJ,Ocean,Point Pleasant Beach 0.5 SW,coco,2,0,0.001,T,7,1.75,,,
1.82,-74.0738,39.94383,NJWxNet_Seaside Heights,NJ,Ocean,Seaside Heights,SafetyNet,2,0,1.56,,72,0.26,,72,
0.83,-74.289391,39.728719,NJ-OC-12,NJ,Ocean,Stafford Twp 2.1 NW,coco,2,0,0,,8,0.83,,8,
0.77,-74.2906811,39.7412112,NJ-OC-58,NJ,Ocean,Stafford Twp 2.8 NNW,coco,2,0,0,,7,0.77,,7,
0.97,-74.292642,39.74632,NJ-OC-60,NJ,Ocean,Stafford Twp 3.2 NNW,coco,2,0,0,,8,0.97,,,
1.53,-74.2078,39.9553,NJWxNet_Toms River,NJ,Ocean,Toms River,Mesonet,2,0,1.21,,78,0.32,,78,
2.66,-74.136289,39.94964,NJ-OC-9,NJ,Ocean,Toms River Twp 3.1 SSE,coco,1,1,X,X,X,2.66,,7,
1.71,-74.22595,39.96814,NJ-OC-92,NJ,Ocean,Toms River Twp 3.6 WSW,coco,2,0,0.01,,8,1.7,,7,
0.55,-74.2965,39.6488,NJWxNet_West Creek,NJ,Ocean,West Creek,SafetyNet,2,0,0.46,,86,0.09,,86,
6.89,-74.331047,41.007317,NJ-PS-38,NJ,Passaic,Bloomingdale 1.6 S,coco,2,0,1,,11,5.89,,8,
4.79,-74.42477,41.02996,281582,NJ,Passaic,CHARLOTTEBURG RESERVOIR,coop,2,0,0.37, ,6,4.42, ,7,
6.4,-74.1522675,40.9436378,NJ-PS-14,NJ,Passaic,Hawthorne 1.0 SSE,coco,2,0,0.12,,7,6.28,,7,
7.14,-74.227041,40.879633,NJ-PS-12,NJ,Passaic,Little Falls Twp 0.5 WNW,coco,2,0,0.11,,7,7.03,,7,
5.41,-74.266384,41.006785,NJ-PS-40,NJ,Passaic,Pompton Lakes 1.0 ENE,coco,2,0,0.07,,6,5.34,,6,
5.38,-74.240398,41.117947,,NJ,Passaic,Ringwood,RAWS,,,,,,,,,
5.53,-74.2571509,41.065332,NJ-PS-22,NJ,Passaic,Ringwood 3.0 SSE,coco,2,0,0.21,,7,5.32,,8,
5.59,-74.2515049,40.9369056,NJ-PS-15,NJ,Passaic,Wayne Twp 0.8 SSW,coco,2,0,0.11,,7,5.48,,7,
5.36,-74.367994,41.073932,NJ-PS-21,NJ,Passaic,West Milford Twp 2.5 SSE,coco,,,,,,,,,
5.77,-74.379846,41.187427,NJ-PS-32,NJ,Passaic,West Milford Twp 5.7 N,coco,2,0,0.36,,8,5.41,,7,
1.63,-75.3303,39.6439,PNS_25,NJ,Salem,0.6 S Woodstown,HADS RAIN_24 9/02/2021 0115 PM,1,0,1.63,,1,,,,
0.76,-75.5431,39.4845,NJWxNet_Lower Alloways Creek,NJ,Salem,Lower Alloways Creek,Mesonet,2,0,0.76,,53,0,,53,
1.84,-75.3592,39.62944,NJWxNet_Mannington Twp.,NJ,Salem,Mannington Twp.,Mesonet,2,0,1.84,,55,0,,55,
1.14,-75.498436,39.631996,NJ-SL-13,NJ,Salem,Pennsville Twp 0.7 NE,coco,2,0,0.03,,8,1.11,,8,
1.98,-75.333833,39.656066,NJ-SL-2,NJ,Salem,Woodstown 0.6 NW,coco,2,0,0.17,,7,1.81,,7,
7.56,-74.695,40.4178,PNS_29,NJ,Somerset,0.8 NE Blawenburg,HADS RAIN_24 9/02/2021 0115 PM,1,0,7.56,,1,,,,
7.68,-74.7167,40.4667,PNS_43,NJ,Somerset,2.2 W Belle Mead,IFLOWS RAIN_24 9/02/2021 0115 PM,1,0,7.68,,1,,,,
8.04,-74.5198,40.6956,NJWxNet_Basking Ridge,NJ,Somerset,Basking Ridge,Mesonet,2,0,7.93,,25,0.11,,25,
7.62,-74.630458,40.656339,NJ-SM-11,NJ,Somerset,Bedminster Twp 2.9 ESE,coco,2,0,0.31,,8,7.31,,6,
6.46,-74.573095,40.683404,NJ-SM-4,NJ,Somerset,Bernards Twp 0.6 NNW,coco,2,0,0.2,,7,6.26,,8,
7.33,-74.552361,40.683056,NJ-SM-2,NJ,Somerset,Bernards Twp 0.9 ENE,coco,2,0,0.16,,7,7.17,,7,
#,-74.58366,40.45928,280847,NJ,Somerset,BLACKWELLS MILLS,coop,1,1,0.15, ,6,X,X,X,
7.44,-74.548,40.5605,PNS_42,NJ,Somerset,Bound Brook,IFLOWS RAIN_24 9/02/2021 0115 PM,1,0,7.44,,1,,,,
7.69,-74.692,40.586,NJ-SM-84,NJ,Somerset,Branchburg Twp 2.0 NE,coco,2,0,0.15,,8,7.54,,8,
8.5,-74.58889,40.60978,NJ-SM-88,NJ,Somerset,Bridgewater Twp 1.5 NE,coco,2,0,0.15,,8,8.35,,8,
#,-74.590783,40.573289,NJ-SM-34,NJ,Somerset,Bridgewater Twp 1.6 SSE,coco,1,1,0.14,,7,X,X,X,
7.98,-74.65406,40.56607,NJ-SM-86,NJ,Somerset,Bridgewater Twp 3.1 SW,coco,2,0,0.08,,7,7.9,,7,
8.94,-74.653535,40.626247,NJ-SM-5,NJ,Somerset,Bridgewater Twp 3.3 NW,coco,2,0,0.31,,7,8.63,,7,
8.16,-74.668147,40.565272,NJ-SM-93,NJ,Somerset,Bridgewater Twp 3.7 WSW,coco,2,0,0.16,,8,8,,7,
6.89,-74.62358333,40.67335,NJ-SM-66,NJ,Somerset,Far Hills 1.2 S,coco,2,0,0.35,,12,6.54,,,
7.34,-74.510772,40.491701,NJ-SM-67,NJ,Somerset,Franklin Twp 2.4 ENE,coco,2,0,0.24,,7,7.1,,8,
8.63,-74.570204,40.523236,NJ-SM-92,NJ,Somerset,Franklin Twp 3.4 NNW,coco,2,0,0.04,,6,8.59,,6,
7.71,-74.487521,40.500581,NJ-SM-12,NJ,Somerset,Franklin Twp 3.8 ENE,,2,0,,,,,,,
6.44,-74.597889,40.414281,NJ-SM-91,NJ,Somerset,Franklin Twp 4.9 SSW,coco,2,0,0.22,,9,6.22,,7,
6.92,-74.61985016,40.40786743,NJ-SM-56,NJ,Somerset,Franklin Twp 5.9 SW,coco,1,1,0.16,,8,6.76,,,
#,-74.4848,40.5915,NJ-SM-94,NJ,Somerset,Green Brook Twp 0.9 S,coco,1,1,X,X,X,7.65,,8,
9.45,-74.62564,40.4888,NJ-SM-89,NJ,Somerset,Hillsborough Twp 2.6 ESE,coco,2,0,,,,9.45,,8,
8.92,-74.621788,40.467727,NJ-SM-65,NJ,Somerset,Hillsborough Twp 3.5 SE,coco,2,0,0.13,,8,8.79,,8,
8.68,-74.6259,40.54162,NJWxNet_Hillsborough-Duke,NJ,Somerset,Hillsborough-Duke,Mesonet,2,0,8.66,,45,0.02,,45,
8.76,-74.60065,40.54261,NJ-SM-68,NJ,Somerset,Manville 0.6 W,coco,2,0,0.06,,6,8.7,,6,
5.12,-74.6737,40.7291,NJ-SM-71,NJ,Somerset,Peapack-Gladstone 1.2 NW,coco,2,0,0.2,,8,4.92,,8,
7.26,-74.5236,40.4986,PNS_28,NJ,Somerset,Somerset,HADS RAIN_24 9/02/2021 1245 PM,1,0,7.26,,12,,,,
8.36,-74.605258,40.570408,NJ-SM-13,NJ,Somerset,Somerville 0.2 ENE,coco,2,0,0.18,,8,8.18,,8,
8.94,-74.538928,40.634733,NJ-SM-82,NJ,Somerset,Warren Twp 1.3 W,coco,2,0,0.14,,8,8.8,,8,
4.53,-74.76106167,41.01974428,NJ-SS-1,NJ,Sussex,Andover Twp 1.7 W,coco,2,0,0.25,,7,4.28,,7,
4.49,-74.91291,41.089076,,NJ,Sussex,Blue Mountain Lakes,RAWS,,,,,,,,,
4.19,-74.583958,41.117487,NJ-SS-62,NJ,Sussex,Franklin 0.5 NNE,coco,2,0,0.19,,7,4,,,
4.47,-74.787323,41.05754471,NJ-SS-37,NJ,Sussex,Fredon Twp 2.4 NE,coco,2,0,0.27,,7,4.2,,7,
3.93,-74.539946,41.089027,NJ-SS-7,NJ,Sussex,Hardyston Twp 3.2 SE,coco,2,0,0.29,,8,3.64,,8,
4.89,-74.666,41.30501,NJWxNet_High Point,NJ,Sussex,High Point,Mesonet,2,0,4.82,,43,0.07,,43,
4.92,-74.6613,41.32147,NJWxNet_High Point Monument,NJ,Sussex,High Point Monument,SafetyNet,2,0,4.84,,44,0.08,,44,
5.05,-74.78076667,41.30371667,NJ-SS-28,NJ,Sussex,Montague Twp 2.7 WNW,coco,2,0,0.17,,7,4.88,,7,
#,-74.758084,41.053504,NJ-SS-59,NJ,Sussex,Newton 0.3 W,coco,2,0,0.33,,7,3.23,,7,low
4.72,-74.7494,41.2304,NJWxNet_Sandyston,NJ,Sussex,Sandyston,Mesonet,2,0,4.69,,70,0.03,,70,
4.2,-74.671103,41.082178,NJ-SS-57,NJ,Sussex,Sparta Twp 3.3 NW,coco,2,0,0.35,,,3.85,,8,
4.37,-74.663585,41.005038,NJ-SS-54,NJ,Sussex,Sparta Twp 3.6 SSW,coco,2,0,0.29,,7,4.08,,7,
4.24,-74.88899,41.0703,NJ-SS-40,NJ,Sussex,Stillwater Twp 1.0 WSW,coco,2,0,0.34,,7,3.9,,7,
4.75,-74.62072,41.21843,288644,NJ,Sussex,SUSSEX 1 NW,coop,2,0,0.2, ,6,4.55, ,6,
4.22,-74.62599,41.19924,KFWN,NJ,Sussex,SUSSEX AIRPORT,asos,2,0,4.21, ,24,0.01, ,24,
5.77,-74.487989,41.221509,NJ-SS-3,NJ,Sussex,Vernon Twp 1.7 N,coco,2,0,0.22,,7,5.55,,,
4.95,-74.45938,41.16332,NJ-SS-60,NJ,Sussex,Vernon Twp 2.7 SSE,coco,2,0,0.19,,7,4.76,,7,
4.51,-74.5029,41.18096,NJWxNet_Vernon Twp.,NJ,Sussex,Vernon Twp.,SafetyNet,2,0,4.44,,80,0.07,,80,
5.52,-74.5373,41.2615,PNS_48,NJ,Sussex,Wallkill River Nwr,RAWS RAIN_24 9/02/2021 1256 PM,1,0,5.52,,12,,,,
5.32,-74.8805,41.15655,NJWxNet_Walpack,NJ,Sussex,Walpack,SafetyNet,2,0,5.3,,83,0.02,,83,
4.79,-74.6497,41.31455,NJWxNet_Wantage,NJ,Sussex,Wantage,SafetyNet,2,0,4.75,,84,0.04,,84,
5.07,-74.6033,41.2283,NJ-SS-39,NJ,Sussex,Wantage Twp 1.6 SE,coco,2,0,0.25,,7,4.82,,7,
7.83,-74.319512,40.611071,NJ-UN-39,NJ,Union,Clark Twp 0.7 SSW,coco,2,0,0.07,,7,7.76,,7,
7.57,-74.289674,40.626055,NJ-UN-36,NJ,Union,Clark Twp 1.3 ENE,coco,2,0,0.16,,9,7.41,,8,
7.8,-74.284536,40.652357,NJ-UN-35,NJ,Union,Cranford Twp 1.1 ESE,coco,2,0,0.08,,7,7.72,,7,
#,-74.309574,40.672178,NJ-UN-17,NJ,Union,Cranford Twp 1.1 NNW,coco,2,0,0,,1,9.05,,5,high?
#,-74.2384,40.6251,PNS_52,NJ,Union,Linden,AWOS RAIN 9/02/2021 0600 AM,1,0,6.72,,6,,,,low
7.7,-74.272595,40.64121,NJ-UN-3,NJ,Union,Linden 2.2 NW,coco,2,0,0.08,,8,7.62,,7,
7.43,-74.3898,40.6945,NJ-UN-10,NJ,Union,New Providence 0.8 ESE,coco,2,0,0.18,,8,7.25,,8,
8.44,-74.1694,40.6825,KEWR,NJ,Union,NEWARK LIBERTY INTL AP,asos,2,0,8.41, ,24,0.03, ,24,
6.91,-74.321518,40.708904,NJ-UN-28,NJ,Union,Springfield Twp 0.7 NNE,coco,2,0,0.16,,9,6.75,,8,
7.54,-74.335804,40.658817,NJ-UN-14,NJ,Union,Westfield 0.6 NE,coco,2,0,0.05,,6,7.49,,6,
#,-75.08339,40.82915,280734,NJ,Warren,BELVIDERE BRIDGE,coop,1,1,0.27, ,6,X,X,X,
4.49,-75.0243,40.9534,NJ-WR-45,NJ,Warren,Blairstown Twp 2.3 SW,coco,2,0,0.32,,7,4.17,,7,
4.34,-74.9523,40.9814,NJ-WR-34,NJ,Warren,Blairstown Twp 2.4 E,coco,2,0,0.31,,7,4.03,,7,
6.35,-75.0518,40.69698,NJ-WR-41,NJ,Warren,Franklin Twp 1.2 S,coco,2,0,0.27,,7,6.08,,7,
4.01,-74.9198,40.9715,NJ-WR-37,NJ,Warren,Frelinghuysen Twp 1.5 WNW,coco,2,0,0.27,,7,3.74,,7,
6.63,-75.11670113,40.6554434,NJ-WR-1,NJ,Warren,Greenwich Twp 1.6 S,coco,2,0,0.39,,7,6.24,,7,
4.62,-74.840304,40.851547,NJ-WR-5,NJ,Warren,Hackettstown 0.8 W,coco,2,0,0.24,,7,4.38,,7,
4.34,-75.0588,40.9056,NJ-WR-42,NJ,Warren,Knowlton Twp 1.7 S,coco,2,0,0.33,,9,4.01,,9,
5.56,-74.997822,40.801434,NJ-WR-20,NJ,Warren,Oxford Twp 0.6 SSW,coco,2,0,0.28,,8,5.28,,8,
5.46,-74.9491,40.8383,NJWxNet_Pequest,NJ,Warren,Pequest,Mesonet,2,0,5.44,,64,0.02,,64,
4.41,-75.167888,40.712039,NJ-WR-33,NJ,Warren,Phillipsburg 1.7 NNE,coco,2,0,0.24,,7,4.17,,7,
3.98,-75.19994,40.69555,286979,NJ,Warren,PHILLIPSBURG-EASTON BRIDGE,coop,2,0,0.23, ,6,3.75, ,6,
6.16,-75.18967,40.59446,287486,NJ,Warren,RIEGELSVILLE,coop,1,1,0.06, ,6,6.1,,,
5.61,-74.957906,40.738476,NJ-WR-35,NJ,Warren,Washington Twp 1.8 SE,coco,2,0,0.35,,8,5.26,,7,
5.33,-75.04473641,40.79635791,NJ-WR-23,NJ,Warren,White Twp 1.7 S,coco,2,0,0.24,,8,5.09,,8,
1.38,-73.793493,42.664086,NY-AB-41,NY,Albany,Albany 0.3 ESE,coco,2,0,0,,7,1.38,,9,
1.34,-73.810343,42.660193,NY-AB-23,NY,Albany,Albany 0.7 SW,coco,2,0,0,,7,1.34,,7,
1.4,-73.843644,42.676178,NY-AB-56,NY,Albany,Albany 2.4 WNW,coco,2,0,0,,7,1.4,,6,
1.52,-73.79912,42.74722,KALB,NY,Albany,ALBANY INTERNATIONAL AIRPORT,asos,2,0,1.42, ,24,0.1, ,24,
1.8,-73.9267,42.4697,300063,NY,Albany,ALCOVE DAM,coop,2,0,0, ,6,1.8, ,6,
1.77,-74.05088,42.66696,NY-AB-1,NY,Albany,Altamont 2.7 SSW,coco,2,0,0,,7,1.77,,7,
1.57,-74.089385,42.737857,NY-AB-66,NY,Albany,Altamont 3.5 NW,coco,2,0,0,,7,1.57,,7,
1.71,-74.03726,42.643496,NY-AB-64,NY,Albany,East Berne 2.7 NE,coco,2,0,0,,7,1.71,,6,
1.52,-73.802045,42.594359,NY-AB-62,NY,Albany,Glenmont 1.8 WSW,coco,2,0,0,,7,1.52,,7,
1.46,-73.799503,42.575395,NY-AB-32,NY,Albany,Glenmont 2.5 SW,coco,2,0,0,,7,1.46,,7,
1.39,-73.83109,42.6918,NY-AB-21,NY,Albany,NWS Albany,coco,2,0,0,,8,1.39,,8,
1.57,-74.147484,42.545481,NY-AB-10,NY,Albany,Rensselaerville 2.1 NNW,coco,2,0,0,,7,1.57,,7,
0.01,-77.76643,42.27985,300085,NY,Allegany,ALFRED,coop,2,0,0, ,5,0.01, ,5,
0,-78.2484,42.3915,307329,NY,Allegany,RUSHFORD,coop,2,0,0, ,6,0, ,6,
0,-78.2486,42.3914,NY-AL-12,NY,Allegany,Rushford COOP,coco,2,0,0,,7,0,,7,
0.13,-77.9475,42.1173,309072,NY,Allegany,WELLSVILLE,coop,2,0,0, ,4,0.13, ,4,
0.12,-77.9055,42.1375,NY-AL-11,NY,Allegany,Wellsville 2.4 ENE,coco,2,0,0,,7,0.12,,7,
0.13,-77.99194,42.10944,KELZ,NY,Allegany,WELLSVILLE MUNICIPAL AP,asos,1,1,0.13, ,24,X,X,X,
0,-77.94195,42.27055,NY-AL-2,NY,Allegany,West Almond 3.6 SW,coco,2,0,0,,8,0.001,T,8,
0.28,-77.75539,42.05983,309425,NY,Allegany,WHITESVILLE 1N,coop,2,0,0, ,6,0.28, ,6,
0.67,-75.98,42.2068,KBGM,NY,Broome,BINGHAMTON (GREATER AP),asos,1,1,0.67, ,24,X,X,X,
0.83,-75.885822,42.109808,NY-BM-24,NY,Broome,Binghamton 1.3 ENE,coco,2,0,0,,9,0.83,,9,
0.81,-75.88936,42.14098,NY-BM-52,NY,Broome,Binghamton 2.9 NNE,coco,2,0,0,,7,0.81,,7,
0.74,-75.834663,42.197155,NY-BM-23,NY,Broome,Chenango Bridge 2.5 NE,coco,2,0,0,,7,0.74,,7,
0.74,-75.848,42.193,NY-BM-1,NY,Broome,Chenango Forks 3.0 SE,coco,2,0,0,,8,0.74,,8,
0.7,-76.0438,42.1356,NY-BM-51,NY,Broome,Endicott 2.8 NNE,coco,2,0,0,,7,0.7,,7,
0.77,-76.05428,42.08434,NY-BM-55,NY,Broome,Vestal 0.1 SW,coco,2,0,0,,7,0.77,,7,
0.78,-76.02883,42.0493,NY-BM-7,NY,Broome,Vestal 2.8 SSE,coco,2,0,0,,9,0.78,,9,
0.82,-75.99122,42.08258,NY-BM-34,NY,Broome,Vestal 3.2 E,coco,2,0,0,,6,0.82,,6,
0.67,-75.95695,42.30837,NY-BM-14,NY,Broome,Whitney Point 1.7 SSE,coco,2,0,0.001,T,9,0.67,,7,
0.59,-75.9653,42.3419,309442,NY,Broome,WHITNEY POINT DAM,coop,2,0,0, ,5,0.59, ,5,
1.01,-75.51417,42.00992,NY-BM-21,NY,Broome,Windsor 8.0 SE,coco,2,0,0.01,,7,1,,7,
0,-78.7497,42.1003,300093,NY,Cattaraugus,ALLEGANY STATE PARK,coop,2,0,0, ,6,0, ,6,
0,-78.86701,42.32449,305673,NY,Cattaraugus,CATTARAUGUS,coop,2,0,0, ,7,0, ,7,
0,-78.452813,42.341661,NY-CT-22,NY,Cattaraugus,Franklinville 0.5 NNE,coco,2,0,0,,6,0,,7,
0,-78.38794,42.3366,NY-CT-30,NY,Cattaraugus,Franklinville 3.5 E,coco,2,0,0.001,T,7,0,,7,
0,-78.8125,42.2473,304808,NY,Cattaraugus,LITTLE VALLEY,coop,2,0,0, ,6,0, ,6,
0,-78.4518,42.0737,306196,NY,Cattaraugus,OLEAN,coop,2,0,0, ,6,0, ,6,
0,-78.692773,42.167301,NY-CT-32,NY,Cattaraugus,Salamanca 1.5 E,coco,2,0,0,,7,0,,7,
0,-76.5447,42.9327,300321,NY,Cayuga,AUBURN,coop,2,0,0, ,6,0,T,5,
0,-76.486712,42.828694,NY-CY-8,NY,Cayuga,Auburn 8.3 SSE,coco,2,0,0,,6,0,,6,
0,-76.6591,42.7338,300331,NY,Cayuga,AURORA RESEARCH FARM,coop,2,0,0, ,6,0, ,6,
0,-76.70716,42.97516,NY-CY-14,NY,Cayuga,Cayuga 4.0 NNE,coco,2,0,0,,7,0,,7,
0,-76.7342,42.948,301265,NY,Cayuga,CAYUGA LOCK NO 1,coop,2,0,0, ,5,0, ,5,
0,-76.688879,43.142047,NY-CY-5,NY,Cayuga,Duck Lake,coco,2,0,0,,8,0,,8,
0,-76.556824,42.740029,NY-CY-31,NY,Cayuga,Scipio Center 3.0 S,coco,2,0,0,,6,0,,6,
0.01,-79.438151,42.225406,NY-CQ-42,NY,Chautauqua,Dewittville 1.0 SSE,coco,2,0,0,,6,0.01,,6,
0,-79.33371,42.4718,302197,NY,Chautauqua,DUNKIRK,coop,2,0,0, ,6,0, ,6,
0,-79.33361111,42.47166667,NY-CQ-9,NY,Chautauqua,Dunkirk 0.7 SW,coco,2,0,0,,7,0,,7,
0,-79.27222,42.49333,KDKK,NY,Chautauqua,DUNKIRK CHAUTAUQUA COUNTY AP,asos,2,0,0, ,24,0, ,24,
0,-79.20278,42.11766,NY-CQ-35,NY,Chautauqua,Falconer 0.3 WSW,coco,2,0,0,,7,0,,7,
0,-79.346077,42.444141,NY-CQ-22,NY,Chautauqua,Fredonia 0.8 WNW,coco,2,0,0,,5,0,,5,
0,-79.247,42.205,NY-CQ-39,NY,Chautauqua,Gerry 0.8 N,coco,2,0,0,,8,0,,8,
0,-79.1591,42.11,304207,NY,Chautauqua,JAMESTOWN 4 ENE,coop,2,0,0, ,6,0, ,6,
0,-79.09668,42.15935,NY-CQ-5,NY,Chautauqua,Kennedy 0.3 NE,coco,2,0,0,,6,0,,6,
0,-79.072352,42.125676,NY-CQ-34,NY,Chautauqua,Kennedy 2.6 SE,coco,2,0,0,,8,0,,8,
0,-79.49809,42.25194,NY-CQ-41,NY,Chautauqua,Mayville 0.2 ESE,coco,2,0,0,,7,0,,7,
0,-79.16991,42.53806,307750,NY,Chautauqua,SILVER CREEK,coop,2,0,0, ,6,0, ,6,
0,-79.159869,42.530882,NY-CQ-27,NY,Chautauqua,Silver Creek 1.0 SSE,coco,2,0,0,,6,0,,6,
0.53,-76.6281,42.0913,NY-CM-24,NY,Chemung,Chemung 5.7 N,coco,2,0,0,,9,0.53,,9,
0.52,-76.8358,42.0997,302610,NY,Chemung,ELMIRA,coop,2,0,0, ,6,0.52, ,6,
0.5,-76.823097,42.097495,NY-CM-13,NY,Chemung,Elmira 0.7 WNW,coco,2,0,0,,6,0.5,,7,
0.35,-76.89194,42.15944,KELM,NY,Chemung,ELMIRA CORNING REGIONAL AP,asos,2,0,0.35, ,24,0, ,24,
0.46,-76.815854,42.132515,NY-CM-20,NY,Chemung,Horseheads 2.7 SSE,coco,2,0,0,,7,0.46,,7,
0.53,-76.84616,42.08302,NY-CM-7,NY,Chemung,West Elmira 0.5 SSE,coco,2,0,0,,7,0.53,,7,
0.6,-75.77095,42.32426,303444,NY,Chenango,GREENE,coop,2,0,0, ,7,0.6, ,6,
0.65,-75.5197,42.5117,306085,NY,Chenango,NORWICH,coop,2,0,0, ,5,0.65, ,5,
0.7,-75.426984,42.502558,NY-CN-21,NY,Chenango,Norwich 5.4 ESE,coco,2,0,0,,7,0.7,,7,
0.61,-75.6306,42.53356,NY-CN-9,NY,Chenango,Norwich 5.4 W,coco,2,0,0,,7,0.61,,7,
0.63,-75.433333,42.583333,NY-CN-2,NY,Chenango,Norwich 5.7 NE,coco,2,0,0,,8,0.63,,8,
0.49,-75.5066,42.6773,307705,NY,Chenango,SHERBURNE,coop,2,0,0, ,5,0.49, ,5,
